airport_identifier,airport_size,airport_name,elevation_ft,continent,country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
KWRI,medium_airport,Mc Guire Air Force Base,131.0,NA,US,US-NJ,Wrightstown,KWRI,WRI,WRI,"-74.59169769, 40.0155983"
KWRL,medium_airport,Worland Municipal Airport,4227.0,NA,US,US-WY,Worland,KWRL,WRL,WRL,"-107.95099639892578, 43.9656982421875"
KWSD,small_airport,Condron Army Air Field,3934.0,NA,US,US-NM,White Sands,KWSD,WSD,WSD,"-106.4029999, 32.34149933"
KWST,small_airport,Westerly State Airport,81.0,NA,US,US-RI,Westerly,KWST,WST,WST,"-71.8033981323, 41.3496017456"
KWVI,small_airport,Watsonville Municipal Airport,163.0,NA,US,US-CA,Watsonville,KWVI,WVI,WVI,"-121.790000916, 36.9356994629"
KWVL,small_airport,Waterville Robert Lafleur Airport,333.0,NA,US,US-ME,Waterville,KWVL,WVL,WVL,"-69.6754989624, 44.5331993103"
KWWD,medium_airport,Cape May County Airport,23.0,NA,US,US-NJ,Wildwood,KWWD,WWD,WWD,"-74.9083023071, 39.008499145500004"
KWWR,medium_airport,West Woodward Airport,2189.0,NA,US,US-OK,Woodward,KWWR,WWR,WWR,"-99.5226667, 36.438"
KWY,medium_airport,Kiwayu Airport,21.0,AF,KE,KE-300,Kiwayu,,KWY,,"41.29750061035156, -1.9605599641799927"
KWYS,medium_airport,Yellowstone Airport,6649.0,NA,US,US-MT,West Yellowstone,KWYS,WYS,WYS,"-111.1179962, 44.68840027"
KX39,small_airport,Tampa North Aero Park Airport,68.0,NA,US,US-FL,Tampa,X39,KYO,X39,"-82.37449646, 28.2213001251"
KXNA,medium_airport,Northwest Arkansas Regional Airport,1287.0,NA,US,US-AR,Fayetteville/Springdale/Rogers,KXNA,XNA,XNA,"-94.306801, 36.281898"
KYIP,medium_airport,Willow Run Airport,716.0,NA,US,US-MI,Detroit,KYIP,YIP,YIP,"-83.53040314, 42.23789978"
KYKM,medium_airport,Yakima Air Terminal McAllister Field,1099.0,NA,US,US-WA,Yakima,KYKM,YKM,YKM,"-120.5439987, 46.56819916"
KYKN,medium_airport,Chan Gurney Municipal Airport,1306.0,NA,US,US-SD,Yankton,KYKN,YKN,YKN,"-97.385902404785, 42.916698455811"
KYNG,medium_airport,Youngstown Warren Regional Airport,1192.0,NA,US,US-OH,Youngstown/Warren,KYNG,YNG,YNG,"-80.67910004, 41.26070023"
KZ-0016,medium_airport,Taldykorgan Airport,1925.0,AS,KZ,KZ-ALM,Taldy Kurgan,UAAT,TDK,,"78.4469985961914, 45.12620162963867"
KZ-0067,medium_airport,Krainiy Airport,317.0,AS,KZ,KZ-BAY,Baikonur,UAOL,BXY,,"63.210773, 45.621994"
KZ-ATX,small_airport,Atbasar Airport,1010.0,AS,KZ,KZ-AKM,Atbasar,,ATX,,"68.36329650878906, 51.85169982910156"
KZF,small_airport,Kaintiba Airport,2050.0,OC,PG,PG-GPK,Kaintiba,AYKT,KZF,KNT,"146.033833333, -7.50025"
KZPH,small_airport,Zephyrhills Municipal Airport,90.0,NA,US,US-FL,Zephyrhills,KZPH,ZPH,ZPH,"-82.15589904790001, 28.2282009125"
KZZV,medium_airport,Zanesville Municipal Airport,900.0,NA,US,US-OH,Zanesville,KZZV,ZZV,ZZV,"-81.89209747310001, 39.9444007874"
LAC,small_airport,Layang-Layang Airport,7.0,AS,MY,MY-12,Spratley Islands,,LAC,,"113.84400177, 7.37157011032"
LATI,large_airport,Tirana International Airport Mother Teresa,126.0,EU,AL,AL-11,Tirana,LATI,TIA,,"19.7206001282, 41.4146995544"
LBBG,large_airport,Burgas Airport,135.0,EU,BG,BG-02,Burgas,LBBG,BOJ,,"27.515199661254883, 42.56959915161133"
LBGO,medium_airport,Gorna Oryahovitsa Airport,285.0,EU,BG,BG-04,Gorna Oryahovitsa,LBGO,GOZ,,"25.712900161743164, 43.15140151977539"
LBM,small_airport,Luabo Airport,36.0,AF,MZ,MZ-Q,Luabo,,LBM,,"36.1068, -18.4139"
LBPD,medium_airport,Plovdiv International Airport,597.0,EU,BG,BG-16,Plovdiv,LBPD,PDV,,"24.8508, 42.067799"
LBSF,large_airport,Sofia Airport,1742.0,EU,BG,BG-23,Sofia,LBSF,SOF,,"23.411436080932617, 42.696693420410156"
LBSZ,small_airport,Stara Zagora Airport,558.0,EU,BG,BG-24,Stara Zagora,LBSZ,SZR,,"25.655, 42.3766667"
LBTG,small_airport,Bukhovtsi Airfield,666.0,EU,BG,BG-25,Targovishte,LBTG,TGV,,"26.700899124099998, 43.3065986633"
LBWN,large_airport,Varna Airport,230.0,EU,BG,BG-03,Varna,LBWN,VAR,,"27.8251, 43.232101"
LCEN,medium_airport,Ercan International Airport,404.0,AS,CY,CY-02,Nicosia,LCEN,ECN,,"33.49610137939453, 35.154701232910156"
LCLK,large_airport,Larnaca International Airport,8.0,AS,CY,CY-04,Larnarca,LCLK,LCA,,"33.624900817871094, 34.875099182128906"
LCP,small_airport,Loncopue Airport,3627.0,SA,AR,AR-Q,Loncopue,,LCP,LCP,"-70.643898, -38.081902"
LCPH,large_airport,Paphos International Airport,41.0,AS,CY,CY-06,Paphos,LCPH,PFO,,"32.48569869995117, 34.71799850463867"
LCRA,large_airport,RAF Akrotiri,76.0,EU,GB,GB-U-A,Akrotiri,LCRA,AKT,,"32.9879, 34.590401"
LDDU,medium_airport,Dubrovnik Airport,527.0,EU,HR,HR-19,Dubrovnik,LDDU,DBV,,"18.268199920654297, 42.5614013671875"
LDLO,small_airport,LoÅ¡inj Island Airport,151.0,EU,HR,HR-08,LoÅ¡inj,LDLO,LSZ,,"14.3930997849, 44.5657997131"
LDOS,medium_airport,Osijek Airport,290.0,EU,HR,HR-14,Osijek,LDOS,OSI,,"18.810199737548828, 45.46269989013672"
LDPL,medium_airport,Pula Airport,274.0,EU,HR,HR-18,Pula,LDPL,PUY,,"13.922200202941895, 44.89350128173828"
LDRI,medium_airport,Rijeka Airport,278.0,EU,HR,HR-08,Rijeka,LDRI,RJK,,"14.570300102233887, 45.21689987182617"
LDSB,medium_airport,Bol Airport,1776.0,EU,HR,HR-17,BraÄ Island,LDSB,BWK,,"16.67970085144043, 43.285701751708984"
LDSP,medium_airport,Split Airport,79.0,EU,HR,HR-17,Split,LDSP,SPU,,"16.29800033569336, 43.53889846801758"
LDW,small_airport,Lansdowne Airport,1190.0,OC,AU,AU-WA,Lansdowne Station,,LDW,,"126.743, -17.6128"
LDZA,large_airport,Zagreb Airport,353.0,EU,HR,HR-21,Zagreb,LDZA,ZAG,,"16.0687999725, 45.7429008484"
LDZD,medium_airport,Zadar Airport,289.0,EU,HR,HR-13,Zemunik (Zadar),LDZD,ZAD,,"15.3467, 44.108299"
LEAB,medium_airport,Albacete-Los Llanos Airport,2302.0,EU,ES,ES-CM,Albacete,LEAB,ABC,,"-1.8635200262099998, 38.9485015869"
LEAL,large_airport,Alicante International Airport,142.0,EU,ES,ES-V,Alicante,LEAL,ALC,,"-0.5581560134887695, 38.28219985961914"
LEAM,medium_airport,AlmerÃ­a International Airport,70.0,EU,ES,ES-AN,AlmerÃ­a,LEAM,LEI,,"-2.3701000213623047, 36.84389877319336"
LEAS,medium_airport,Asturias Airport,416.0,EU,ES,ES-O,RanÃ³n,LEAS,OVD,,"-6.0346198081970215, 43.5635986328125"
LEBA,medium_airport,CÃ³rdoba Airport,297.0,EU,ES,ES-AN,CÃ³rdoba,LEBA,ODB,,"-4.848879814147949, 37.84199905395508"
LEBB,medium_airport,Bilbao Airport,138.0,EU,ES,ES-PV,Bilbao,LEBB,BIO,,"-2.9106099605560303, 43.30110168457031"
LEBG,medium_airport,Burgos Airport,2945.0,EU,ES,ES-CL,Burgos,LEBG,RGS,,"-3.62076, 42.357601"
LEBL,large_airport,Barcelona International Airport,12.0,EU,ES,ES-CT,Barcelona,LEBL,BCN,,"2.07846, 41.2971"
LEBZ,medium_airport,Badajoz Airport,609.0,EU,ES,ES-EX,Badajoz,LEBZ,BJZ,,"-6.8213300704956055, 38.891300201416016"
LECO,medium_airport,A CoruÃ±a Airport,326.0,EU,ES,ES-GA,Culleredo,LECO,LCG,,"-8.37726, 43.302101"
LECU,medium_airport,Cuatro Vientos Airport,2269.0,EU,ES,ES-M,Madrid,LECU,ECV,,"-3.78514, 40.370701"
LEDA,medium_airport,Lleida-Alguaire Airport,1170.0,EU,ES,ES-CT,Lleida,LEDA,ILD,,"0.535023, 41.728185"
LEDS,medium_airport,CastellÃ³n-Costa Azahar Airport,1145.0,EU,ES,ES-CS,CastellÃ³n de la Plana,LECH,CDT,,"0.073333, 40.213889"
LEGE,medium_airport,Girona Airport,468.0,EU,ES,ES-GE,Girona,LEGE,GRO,,"2.7605500221, 41.901000977"
LEGR,medium_airport,Federico Garcia Lorca Airport,1860.0,EU,ES,ES-AN,Granada,LEGR,GRX,,"-3.777359962463379, 37.18870162963867"
LEHC,small_airport,Huesca/Pirineos Airport,1768.0,EU,ES,ES-AR,Monflorite/AlcalÃ¡ del Obispo,LEHC,HSK,,"-0.316666990519, 42.0760993958"
LEIB,medium_airport,Ibiza Airport,24.0,EU,ES,ES-PM,Ibiza,LEIB,IBZ,,"1.3731199502899998, 38.872898101800004"
LEJR,medium_airport,Jerez Airport,93.0,EU,ES,ES-AN,Jerez de la Forntera,LEJR,XRY,,"-6.060110092163086, 36.744598388671875"
LELC,medium_airport,San Javier Airport,11.0,EU,ES,ES-MU,San Javier,LELC,MJV,,"-0.8123890161514282, 37.775001525878906"
LELL,small_airport,Sabadell Airport,485.0,EU,ES,ES-CT,Sabadell,LELL,QSA,,"2.1050798892974854, 41.52090072631836"
LELN,medium_airport,Leon Airport,3006.0,EU,ES,ES-CL,LeÃ³n,LELN,LEN,,"-5.65556001663208, 42.5890007019043"
LELO,small_airport,LogroÃ±o-Agoncillo Airport,1161.0,EU,ES,ES-LO,LogroÃ±o,LERJ,RJL,,"-2.32223510742, 42.4609534888"
LEMD,large_airport,Adolfo SuÃ¡rez MadridâBarajas Airport,1998.0,EU,ES,ES-M,Madrid,LEMD,MAD,,"-3.56264, 40.471926"
LEMG,large_airport,MÃ¡laga Airport,53.0,EU,ES,ES-AN,MÃ¡laga,LEMG,AGP,,"-4.499110221862793, 36.67490005493164"
LEMH,medium_airport,Menorca Airport,302.0,EU,ES,ES-PM,Menorca Island,LEMH,MAH,,"4.218649864196777, 39.86259841918945"
LEMO,medium_airport,Moron Air Base,285.0,EU,ES,ES-AN,MorÃ³n,LEMO,OZP,,"-5.615940093994141, 37.17490005493164"
LEO,small_airport,Lekoni Airport,2036.0,AF,GA,GA-2,Lekoni,,LEO,,"14.2878, -1.5724"
LEPA,large_airport,Palma De Mallorca Airport,27.0,EU,ES,ES-PM,Palma De Mallorca,LEPA,PMI,,"2.73881006241, 39.551700592"
LEPP,medium_airport,Pamplona Airport,1504.0,EU,ES,ES-NA,Pamplona,LEPP,PNA,,"-1.6463299989700317, 42.77000045776367"
LERS,medium_airport,Reus Air Base,233.0,EU,ES,ES-CT,Reus,LERS,REU,,"1.1671700477600098, 41.14739990234375"
LERT,medium_airport,Rota Naval Station Airport,86.0,EU,ES,ES-AN,Rota,LERT,ROZ,,"-6.34946012497, 36.645198822"
LESA,medium_airport,Salamanca Airport,2595.0,EU,ES,ES-CL,Salamanca,LESA,SLM,,"-5.501989841461182, 40.95209884643555"
LESO,medium_airport,San Sebastian Airport,16.0,EU,ES,ES-PV,Hondarribia,LESO,EAS,,"-1.7906099557876587, 43.35649871826172"
LEST,large_airport,Santiago de Compostela Airport,1213.0,EU,ES,ES-GA,Santiago de Compostela,LEST,SCQ,,"-8.415140151977539, 42.89630126953125"
LESU,small_airport,Pirineus - la Seu d'Urgel Airport,2625.0,EU,ES,ES-CT,La Seu d'Urgell Pyrenees and Andorra,LESU,LEU,,"1.40917, 42.3386"
LETL,medium_airport,Teruel Airport,3380.0,EU,ES,ES-AR,Teruel,LETL,TEV,,"-1.2183, 40.403"
LETO,medium_airport,TorrejÃ³n Airport,2026.0,EU,ES,ES-M,Madrid,LETO,TOJ,,"-3.4458699226379395, 40.496700286865234"
LEVC,medium_airport,Valencia Airport,240.0,EU,ES,ES-V,Valencia,LEVC,VLC,,"-0.481625, 39.4893"
LEVD,medium_airport,Valladolid Airport,2776.0,EU,ES,ES-CL,Valladolid,LEVD,VLL,,"-4.85194015503, 41.7061004639"
LEVT,medium_airport,Vitoria/Foronda Airport,1682.0,EU,ES,ES-PV,Alava,LEVT,VIT,,"-2.7244699001312256, 42.8828010559082"
LEVX,medium_airport,Vigo Airport,856.0,EU,ES,ES-GA,Vigo,LEVX,VGO,,"-8.62677001953125, 42.2318000793457"
LEXJ,medium_airport,Santander Airport,16.0,EU,ES,ES-S,Santander,LEXJ,SDR,,"-3.82000994682312, 43.427101135253906"
LEZG,medium_airport,Zaragoza Air Base,863.0,EU,ES,ES-AR,Zaragoza,LEZG,ZAZ,,"-1.0415500402450562, 41.66619873046875"
LEZL,medium_airport,Sevilla Airport,112.0,EU,ES,ES-AN,Sevilla,LEZL,SVQ,,"-5.8931097984313965, 37.417999267578125"
LFAB,small_airport,St Aubin Airport,344.0,EU,FR,FR-Q,Dieppe,LFAB,DPE,,"1.085279941558838, 49.88249969482422"
LFAC,medium_airport,Calais-Dunkerque Airport,12.0,EU,FR,FR-O,Calais/Dunkerque,LFAC,CQF,,"1.954759955406189, 50.962100982666016"
LFAQ,small_airport,Albert-Bray Airport,364.0,EU,FR,FR-S,Albert/Bray,LFAQ,BYF,,"2.69765996933, 49.9715003967"
LFAT,medium_airport,Le Touquet-CÃ´te d'Opale Airport,36.0,EU,FR,FR-O,Le Touquet-Paris-Plage,LFAT,LTQ,,"1.6205899715423584, 50.517398834228516"
LFAV,medium_airport,Valenciennes-Denain Airport,177.0,EU,FR,FR-O,Valenciennes/Denain,LFAV,XVS,,"3.4612600803375244, 50.325801849365234"
LFBA,medium_airport,Agen-La Garenne Airport,204.0,EU,FR,FR-B,Agen/La Garenne,LFBA,AGF,,"0.5905560255050659, 44.17470169067383"
LFBD,large_airport,Bordeaux-MÃ©rignac Airport,162.0,EU,FR,FR-B,Bordeaux/MÃ©rignac,LFBD,BOD,,"-0.715556025505, 44.828300476100004"
LFBE,medium_airport,Bergerac-RoumaniÃ¨re Airport,171.0,EU,FR,FR-B,Bergerac/RoumaniÃ¨re,LFBE,EGC,,"0.5186110138893127, 44.82529830932617"
LFBG,medium_airport,Cognac-ChÃ¢teaubernard (BA 709) Air Base,102.0,EU,FR,FR-T,Cognac/ChÃ¢teaubernard,LFBG,CNG,,"-0.3174999952316284, 45.65829849243164"
LFBH,medium_airport,La Rochelle-Ãle de RÃ© Airport,74.0,EU,FR,FR-T,La Rochelle/Ãle de RÃ©,LFBH,LRH,,"-1.1952799558639526, 46.17919921875"
LFBI,medium_airport,Poitiers-Biard Airport,423.0,EU,FR,FR-T,Poitiers/Biard,LFBI,PIS,,"0.30666598677635193, 46.58769989013672"
LFBK,medium_airport,MontluÃ§on-GuÃ©ret Airport,1497.0,EU,FR,FR-L,MontluÃ§on/GuÃ©ret,LFBK,MCU,,"2.363960027694702, 46.222599029541016"
LFBL,medium_airport,Limoges Airport,1300.0,EU,FR,FR-L,Limoges/Bellegarde,LFBL,LIG,,"1.1794400215148926, 45.86280059814453"
LFBN,medium_airport,Niort-SouchÃ© Airport,203.0,EU,FR,FR-T,Niort/SouchÃ©,LFBN,NIT,,"-0.394529, 46.313477"
LFBO,large_airport,Toulouse-Blagnac Airport,499.0,EU,FR,FR-N,Toulouse/Blagnac,LFBO,TLS,,"1.36382, 43.629101"
LFBP,medium_airport,Pau PyrÃ©nÃ©es Airport,616.0,EU,FR,FR-B,Pau/PyrÃ©nÃ©es (Uzein),LFBP,PUF,,"-0.41861099004745483, 43.380001068115234"
LFBT,medium_airport,Tarbes-Lourdes-PyrÃ©nÃ©es Airport,1260.0,EU,FR,FR-N,Tarbes/Lourdes/PyrÃ©nÃ©es,LFBT,LDE,,"-0.006438999902456999, 43.1786994934082"
LFBU,medium_airport,AngoulÃªme-Brie-Champniers Airport,436.0,EU,FR,FR-T,AngoulÃªme/Brie/Champniers,LFBU,ANG,,"0.22145600616931915, 45.72919845581055"
LFBX,medium_airport,PÃ©rigueux-Bassillac Airport,328.0,EU,FR,FR-B,PÃ©rigueux/Bassillac,LFBX,PGX,,"0.815555989742279, 45.19810104370117"
LFBY,small_airport,Dax Seyresse Airport,106.0,EU,FR,FR-B,Perigueux,LFBY,XDA,,"-1.0688899755477905, 43.68920135498047"
LFBZ,medium_airport,Biarritz-Anglet-Bayonne Airport,245.0,EU,FR,FR-B,Biarritz/Anglet/Bayonne,LFBZ,BIQ,,"-1.5311111, 43.4683333"
LFCC,medium_airport,Cahors-Lalbenque Airport,912.0,EU,FR,FR-N,Cahors/Lalbenque,LFCC,ZAO,,"1.4752800464630127, 44.35139846801758"
LFCI,medium_airport,Albi-Le SÃ©questre Airport,564.0,EU,FR,FR-N,Albi/Le SÃ©questre,LFCI,LBI,,"2.1130599975585938, 43.91389846801758"
LFCK,medium_airport,Castres-Mazamet Airport,788.0,EU,FR,FR-N,Castres/Mazamet,LFCK,DCM,,"2.289180040359497, 43.55630111694336"
LFCR,medium_airport,Rodez-Marcillac Airport,1910.0,EU,FR,FR-N,Rodez/Marcillac,LFCR,RDZ,,"2.4826700687408447, 44.407901763916016"
LFCY,medium_airport,Royan-MÃ©dis Airport,72.0,EU,FR,FR-T,Royan/MÃ©dis,LFCY,RYN,,"-0.9725000262260437, 45.62810134887695"
LFDB,medium_airport,Montauban Airport,351.0,EU,FR,FR-N,Montauban,LFDB,XMW,,"1.3780399560928345, 44.025699615478516"
LFDN,medium_airport,Rochefort-Saint-Agnant (BA 721) Airport,60.0,EU,FR,FR-T,Rochefort/Saint-Agnant,LFDN,RCO,,"-0.9830560088157654, 45.88779830932617"
LFEY,medium_airport,Ãle d'Yeu Airport,79.0,EU,FR,FR-R,Ãle d'Yeu,LFEY,IDY,,"-2.3911099433898926, 46.71860122680664"
LFGA,medium_airport,Colmar-Houssen Airport,628.0,EU,FR,FR-A,Colmar/Houssen,LFGA,CMR,,"7.359010219573975, 48.109901428222656"
LFGJ,medium_airport,Dole-Tavaux Airport,645.0,EU,FR,FR-I,Dole/Tavaux,LFGJ,DLE,,"5.435061, 47.042686"
LFHM,small_airport,MegÃ¨ve Airport,4823.0,EU,FR,FR-V,Verdun,LFHM,MVV,,"6.652219772338867, 45.82080078125"
LFHO,medium_airport,Aubenas-ArdÃ¨che MÃ©ridional Airport,923.0,EU,FR,FR-V,Aubenas/ArdÃ¨che MÃ©ridional,LFHO,OBS,,"4.372192, 44.544203"
LFHP,medium_airport,Le Puy-Loudes Airport,2731.0,EU,FR,FR-C,Le Puy/Loudes,LFHP,LPY,,"3.762890100479126, 45.0806999206543"
LFHU,small_airport,Altiport L'Alpe d'Huez - Henri GIRAUD,6102.0,EU,FR,FR-V,L'Alpe d'Huez,LFHU,AHZ,,"6.08472, 45.088299"
LFJL,medium_airport,Metz-Nancy-Lorraine Airport,870.0,EU,FR,FR-M,Metz / Nancy,LFJL,ETZ,,"6.25131988525, 48.9821014404"
LFJR,medium_airport,Angers-Loire Airport,194.0,EU,FR,FR-R,Angers/MarcÃ©,LFJR,ANE,,"-0.312222, 47.560299"
LFKB,medium_airport,Bastia-Poretta Airport,26.0,EU,FR,FR-H,Bastia/Poretta,LFKB,BIA,,"9.48373031616211, 42.55270004272461"
LFKC,medium_airport,Calvi-Sainte-Catherine Airport,209.0,EU,FR,FR-H,Calvi/Sainte-Catherine,LFKC,CLY,,"8.7930556, 42.5244444"
LFKF,medium_airport,Figari Sud-Corse Airport,87.0,EU,FR,FR-H,Figari Sud-Corse,LFKF,FSC,,"9.097780227661133, 41.5005989074707"
LFKJ,medium_airport,Ajaccio-NapolÃ©on Bonaparte Airport,18.0,EU,FR,FR-H,Ajaccio/NapolÃ©on Bonaparte,LFKJ,AJA,,"8.8029203414917, 41.92359924316406"
LFKO,small_airport,Propriano Airport,13.0,EU,FR,FR-H,Propriano,LFKO,PRP,,"8.889749526977539, 41.66059875488281"
LFKS,medium_airport,Solenzara (BA 126) Air Base,28.0,EU,FR,FR-H,Solenzara,LFKS,SOZ,,"9.406000137329102, 41.924400329589844"
LFKX,small_airport,MÃ©ribel Altiport,5636.0,EU,FR,FR-V,,LFKX,MFX,,"6.577942, 45.407003"
LFLA,medium_airport,Auxerre-Branches Airport,523.0,EU,FR,FR-D,Auxerre/Branches,LFLA,AUF,,"3.497109889984131, 47.85020065307617"
LFLB,medium_airport,ChambÃ©ry-Savoie Airport,779.0,EU,FR,FR-V,ChambÃ©ry/Aix-les-Bains,LFLB,CMF,,"5.880229949951172, 45.638099670410156"
LFLC,medium_airport,Clermont-Ferrand Auvergne Airport,1090.0,EU,FR,FR-C,Clermont-Ferrand/Auvergne,LFLC,CFE,,"3.1691699028, 45.7867012024"
LFLD,medium_airport,Bourges Airport,529.0,EU,FR,FR-F,Bourges,LFLD,BOU,,"2.3702800273895264, 47.058101654052734"
LFLI,medium_airport,Annemasse Airport,1620.0,EU,FR,FR-V,Annemasse,LFLI,QNJ,,"6.268390178680001, 46.1920013428"
LFLJ,small_airport,Courchevel Airport,6588.0,EU,FR,FR-V,Courcheval,LFLJ,CVF,,"6.6347198486328125, 45.39670181274414"
LFLL,large_airport,Lyon Saint-ExupÃ©ry Airport,821.0,EU,FR,FR-V,Lyon,LFLL,LYS,,"5.081111, 45.725556"
LFLN,medium_airport,Saint-Yan Airport,796.0,EU,FR,FR-D,Saint-Yan,LFLN,SYT,,"4.0132598876953125, 46.412498474121094"
LFLO,medium_airport,Roanne-Renaison Airport,1106.0,EU,FR,FR-V,Roanne/Renaison,LFLO,RNE,,"4.001389980316162, 46.05830001831055"
LFLP,medium_airport,Annecy-Haute-Savoie-Mont Blanc Airport,1521.0,EU,FR,FR-V,Annecy/Meythet,LFLP,NCY,,"6.1063889, 45.9308333"
LFLS,medium_airport,Grenoble-IsÃ¨re Airport,1302.0,EU,FR,FR-V,Grenoble/Saint-Geoirs,LFLS,GNB,,"5.329370021820068, 45.36289978027344"
LFLU,medium_airport,Valence-Chabeuil Airport,525.0,EU,FR,FR-V,Valence/Chabeuil,LFLU,VAF,,"4.9699, 44.9216"
LFLV,medium_airport,Vichy-Charmeil Airport,817.0,EU,FR,FR-C,Vichy/Charmeil,LFLV,VHY,,"3.4037399291992188, 46.169700622558594"
LFLW,medium_airport,Aurillac Airport,2096.0,EU,FR,FR-C,Aurillac,LFLW,AUR,,"2.4219400882720947, 44.89139938354492"
LFLX,medium_airport,"ChÃ¢teauroux-DÃ©ols ""Marcel Dassault"" Airport",529.0,EU,FR,FR-F,ChÃ¢teauroux/DÃ©ols,LFLX,CHR,,"1.721111, 46.860278"
LFLY,medium_airport,Lyon-Bron Airport,659.0,EU,FR,FR-V,Lyon/Bron,LFLY,LYN,,"4.944270133972168, 45.72719955444336"
LFMD,medium_airport,Cannes-Mandelieu Airport,13.0,EU,FR,FR-U,Cannes/Mandelieu,LFMD,CEQ,,"6.95348, 43.542"
LFMH,medium_airport,Saint-Ãtienne-BouthÃ©on Airport,1325.0,EU,FR,FR-V,Saint-Ãtienne/BouthÃ©on,LFMH,EBU,,"4.296390056610107, 45.54059982299805"
LFMK,medium_airport,Carcassonne Airport,433.0,EU,FR,FR-K,Carcassonne/Salvaza,LFMK,CCF,,"2.3063199520111084, 43.215999603271484"
LFML,large_airport,Marseille Provence Airport,74.0,EU,FR,FR-U,Marseille,LFML,MRS,,"5.22142410278, 43.439271922"
LFMN,large_airport,Nice-CÃ´te d'Azur Airport,12.0,EU,FR,FR-U,Nice,LFMN,NCE,,"7.215869903560001, 43.6584014893"
LFMO,medium_airport,Orange-Caritat (BA 115) Air Base,197.0,EU,FR,FR-U,Orange/Caritat,LFMO,XOG,,"4.866720199584961, 44.140499114990234"
LFMP,medium_airport,Perpignan-Rivesaltes (LlabanÃ¨re) Airport,144.0,EU,FR,FR-K,Perpignan/Rivesaltes,LFMP,PGF,,"2.8706700801849365, 42.74039840698242"
LFMQ,medium_airport,Le Castellet Airport,1391.0,EU,FR,FR-U,Le Castellet,LFMQ,CTT,,"5.785190105438232, 43.252498626708984"
LFMR,small_airport,Barcelonnette - Saint-Pons Airport,3714.0,EU,FR,FR-U,Le Castellet,LFMR,BAE,,"6.609186, 44.387198"
LFMT,medium_airport,Montpellier-MÃ©diterranÃ©e Airport,17.0,EU,FR,FR-K,Montpellier/MÃ©diterranÃ©e,LFMT,MPL,,"3.96301007270813, 43.57619857788086"
LFMU,medium_airport,BÃ©ziers-Vias Airport,56.0,EU,FR,FR-K,BÃ©ziers/Vias,LFMU,BZR,,"3.3538999557495117, 43.32350158691406"
LFMV,medium_airport,Avignon-Caumont Airport,124.0,EU,FR,FR-U,Avignon/Caumont,LFMV,AVN,,"4.901830196380615, 43.90729904174805"
LFNA,small_airport,Gap - Tallard Airfield,1986.0,EU,FR,FR-U,,LFNA,GAT,,"6.03778, 44.455002"
LFNB,medium_airport,Mende-Brenoux Airfield,3362.0,EU,FR,FR-K,Mende/BrÃ©noux,LFNB,MEN,,"3.53282, 44.502102"
LFNC,small_airport,Mont-Dauphin - St-CrÃ©pin Airport,2963.0,EU,FR,FR-U,Mende,LFNC,SCP,,"6.60028, 44.701698"
LFOB,medium_airport,Paris Beauvais TillÃ© Airport,359.0,EU,FR,FR-S,Beauvais/TillÃ©,LFOB,BVA,,"2.1127800941467285, 49.45439910888672"
LFOE,medium_airport,Ãvreux-Fauville (BA 105) Air Base,464.0,EU,FR,FR-Q,Ãvreux/Fauville,LFOE,EVX,,"1.2198599576950073, 49.02870178222656"
LFOH,medium_airport,Le Havre Octeville Airport,313.0,EU,FR,FR-Q,Le Havre/Octeville,LFOH,LEH,,"0.08805599808692932, 49.53390121459961"
LFOI,medium_airport,Abbeville,220.0,EU,FR,FR-S,Abbeville,LFOI,XAB,,"1.831891, 50.143501"
LFOJ,medium_airport,OrlÃ©ans-Bricy (BA 123) Air Base,412.0,EU,FR,FR-F,OrlÃ©ans/Bricy,LFOJ,ORE,,"1.7605600357100002, 47.9878005981"
LFOK,medium_airport,ChÃ¢lons-Vatry Airport,587.0,EU,FR,FR-G,Vatry,LFOK,XCR,,"4.206111111, 48.7733333333"
LFOO,small_airport,Les Sables-d'Olonne Talmont Airport,105.0,EU,FR,FR-R,Les Sables-d'Olonne,LFOO,LSO,,"-1.7227799892425537, 46.476898193359375"
LFOP,medium_airport,Rouen Airport,512.0,EU,FR,FR-Q,Rouen/VallÃ©e de Seine,LFOP,URO,,"1.1748000383377075, 49.38420104980469"
LFOT,medium_airport,Tours-Val-de-Loire Airport,357.0,EU,FR,FR-F,Tours/Val de Loire (Loire Valley),LFOT,TUF,,"0.727605998516, 47.4322013855"
LFOU,medium_airport,Cholet Le Pontreau Airport,443.0,EU,FR,FR-R,Cholet/Le Pontreau,LFOU,CET,,"-0.8770639896392822, 47.08209991455078"
LFOV,medium_airport,Laval-Entrammes Airport,330.0,EU,FR,FR-R,Laval/Entrammes,LFOV,LVA,,"-0.7429860234260559, 48.03139877319336"
LFPB,medium_airport,Paris-Le Bourget Airport,218.0,EU,FR,FR-J,Paris,LFPB,LBG,,"2.441390037536621, 48.969398498535156"
LFPC,medium_airport,Creil Air Base,291.0,EU,FR,FR-S,Creil,LFPC,CSF,,"2.5191400051116943, 49.253501892089844"
LFPD,small_airport,Bernay â St Martin Airport,554.0,EU,FR,FR-Q,Creil,LFPD,XBX,,"0.566667020321, 49.102798461899994"
LFPG,large_airport,Charles de Gaulle International Airport,392.0,EU,FR,FR-J,Paris,LFPG,CDG,,"2.55, 49.012798"
